name,name_lc,name_lc_metaphone,name_lc_arpabet
Carlos Eduardo Marques,carlos eduardo marques,KRLS ETRT MRKS,KAA1RLOW0S EH0DWAA1RDOW0 MAA1RKS
Carlos Eduardo de Oliveira Alves,carlos eduardo de oliveira alves,KRLS ETRT T OLFR ALFS,KAA1RLOW0S EH0DWAA1RDOW0 DIY1 AA2LIH0VEY1RAH0 AA1LVEH0S
Carlos I of Portugal,carlos i of portugal,KRLS I OF PRTKL,KAA1RLOW0S AY1 AH1V PAO1RCHAH0GAH0L
Carlos Morales Quintana,carlos morales quintana,KRLS MRLS KNTN,KAA1RLOW0S MER0AE1LZ KWIY0NTAE1NAH0
Carlos P. Garcia,carlos p. garcia,KRLS P KRX,KAA1RLOW0S PIY1 . GAA2RSIY1AH0
Carlos P. Romulo,carlos p. romulo,KRLS P RML,KAA1RLOW0S PIY1 . ROW0MYUW1LOW0
Carlos Reygadas Barguín,carlos reygadas barguín,KRLS RKTS BRKN,KAA1RLOW0S REY1GAH0DAH0S BAA1RGWIH0N
Carlos Ruiz Zafón,carlos ruiz zafón,KRLS RS SFN,KAA1RLOW0S RUW0WIY1Z ZAE1FAH0N
Carlos Slim Domit,carlos slim domit,KRLS SLM TMT,KAA1RLOW0S SLIH1M DAA1MIH0T
Carlos Sánchez Moreno,carlos sánchez moreno,KRLS SNXS MRN,KAA1RLOW0S SAE1NCHEH0Z MAO0RIY1NOW0
Carlos the Jackal,carlos the jackal,KRLS 0 JKL,KAA1RLOW0S DHAH0 JHAE1KAH0L
Carlton Chester Gilchrist,carlton chester gilchrist,KRLTN XSTR JLXRST,KAA1RLTAH0N CHEH1STER0 GIH1LKRIH0ST
Carlton W. Kent,carlton w. kent,KRLTN KNT,KAA1RLTAH0N DAH1BAH0LYUW0 . KEH1NT
"Carlton \""Carly\"" Barrett","carlton \""carly\"" barrett",KRLTN KRL BRT,KAA1RLTAH0N KAA1RLIY0 BAE1RIH0T
Carly Rae Jepsen,carly rae jepsen,KRL R JPSN,KAA1RLIY0 REY1 JHEH1PSAH0N
Carmen de Lavallade,carmen de lavallade,KRMN T LFLT,KAA1RMAH0N DIY1 LAE1VAH0LEY2D
Carmen du Sautoy,carmen du sautoy,KRMN T ST,KAA1RMAH0N DUW1 SAO1TOY0
Carol Ann Duffy,carol ann duffy,KRL AN TF,KAE1RAH0L AE1N DAH1FIY0
Carol Higgins Clark,carol higgins clark,KRL HJNS KLRK,KAE1RAH0L HHIH1GIH0NZ KLAA1RK
Carol II of Romania,carol ii of romania,KRL OF RMN,KAE1RAH0L IY1 AH1V ROW0MEY1NIY0AH0
Carol Mayo Jenkins,carol mayo jenkins,KRL MY JNKNS,KAE1RAH0L MEY1OW0 JHEH1NGKAH0NZ
Carol Moseley Braun,carol moseley braun,KRL MSL BRN,KAE1RAH0L MOW1ZLIY0 BRAO1N
Carol W. Greider,carol w. greider,KRL KRTR,KAE1RAH0L DAH1BAH0LYUW0 . GRAY1DER0
Carole Ann Ford,carole ann ford,KRL AN FRT,KAE1RAH0L AE1N FAO1RD
Carole Bayer Sager,carole bayer sager,KRL BYR SJR,KAE1RAH0L BEY1ER0 SEY1GER0
Carole Ita White,carole ita white,KRL IT HT,KAE1RAH0L AY1TAH0 WAY1T
"Carolina \""Pampita\"" Ardohaín","carolina \""pampita\"" ardohaín",KRLN PMPT ARTHN,KEH2RAH0LAY1NAH0 PAE0MPIY1TAH0 AA1RDOW0HHEY2N
Caroline B. Cooney,caroline b. cooney,KRLN B KN,KEH1RAH0LAY2N BIY1 . KUW1NIY0
Carolyn Cheeks Kilpatrick,carolyn cheeks kilpatrick,KRLN XKS KLPTRK,KEH1RAH0LIH0N CHIY1KS KIH2LPAE1TRIH0K
Carolyn Dawn Johnson,carolyn dawn johnson,KRLN TN JNSN,KEH1RAH0LIH0N DAO1N JHAA1NSAH0N
Carrie Ann Inaba,carrie ann inaba,KR AN INB,KEH1RIY0 AE1N IH0NAA1BAH0
Carrie Chapman Catt,carrie chapman catt,KR XPMN KT,KEH1RIY0 CHAE1PMAH0N KAE1T
Carrie Fulton Phillips,carrie fulton phillips,KR FLTN FLPS,KEH1RIY0 FUH1LTAH0N FIH1LIH0PS
Carrie Kei Heim,carrie kei heim,KR K HM,KEH1RIY0 KIY1 HHAY1M
Carter G. Woodson,carter g. woodson,KRTR K WTSN,KAA1RTER0 JHIY1 . WUH1DSAH0N
Carvin & Ivan,carvin & ivan,KRFN IFN,KAA1RVIH0N AY1VAH0N
Carál Ní Chuilín,carál ní chuilín,KRL N XLN,KEH1RAH0L NIY1 KYUW1LIH0N
Casper Van Dien,casper van dien,KSPR FN TN,KAE1SPER0 VAE1N DAY1N
Cassi Van Den Dungen,cassi van den dungen,KS FN TN TNJN,KAE1SIY0 VAE1N DEH1N DAH1NGGAH0N
Cassius Marcellus Clay Sr.,cassius marcellus clay sr.,KSS MRSLS KL SR,KAE1SHIH0S MAA0RSEH1LAH0S KLEY1 SIY1NYER0 .
Catalina Sandino Moreno,catalina sandino moreno,KTLN SNTN MRN,KAE2TAH0LIY1NAH0 SAE0NDIY1NOW0 MAO0RIY1NOW0
Cathal J. Dodd,cathal j. dodd,K0L J TT,KAE1THAH0L JHEY1 . DAA1D
Catherine Austin Fitts,catherine austin fitts,K0RN ASTN FTS,KAE1THER0AH0N AO1STAH0N FIH1TS
Catherine E. Coulson,catherine e. coulson,K0RN E KLSN,KAE1THER0AH0N IY1 . KAW1LSAH0N
Catherine Lloyd Burns,catherine lloyd burns,K0RN LT BRNS,KAE1THER0AH0N LOY1D BER1NZ
Catherine Mary Stewart,catherine mary stewart,K0RN MR STWRT,KAE1THER0AH0N MEH1RIY0 STUW1ER0T
Cathy Cahlin Ryan,cathy cahlin ryan,K0 KLN RYN,KAE1THIY0 KAA1LIH0N RAY1AH0N
Cathy L. Lanier,cathy l. lanier,K0 L LNR,KAE1THIY0 EH1L . LAH0NIH1R
Cathy Lee Crosby,cathy lee crosby,K0 L KRSB,KAE1THIY0 LIY1 KRAO1ZBIY0
Cathy McMorris Rodgers,cathy mcmorris rodgers,K0 MKMRS RJRS,KAE1THIY0 MAH0KMAO1RAH0S RAA1JHER0Z
Cato Bontjes van Beek,cato bontjes van beek,KT BNTJS FN BK,KEY1TOW0 BAA1NTJHIH0Z VAE1N BIY1K
Cayetana Fitz-James Stuart,cayetana fitz-james stuart,KYTN FTSJMS STRT,KEH2TIY1TAH0NAH0 FIH0TSJHIY1MZ STUW1ER0T
Cayetano Santos Godino,cayetano santos godino,KYTN SNTS KTN,KEH2TIY0AA1NOW0 SAE1NTOW0S GOW0DIY1NOW0
Ce Ce Peniston,ce ce peniston,S S PNSTN,SIY1EY1 SIY1EY1 PEH1NIH0STAA0N
Ceawlin of Wessex,ceawlin of wessex,SLN OF WSKS,KIY1LAH0N AH1V WEH1SAH0KS
Cecil B. DeMille,cecil b. demille,SSL B TML,SIY1SAH0L BIY1 . DIH0MIY1LIY0
Cecil Spring Rice,cecil spring rice,SSL SPRNK RS,SIY1SAH0L SPRIH1NG RAY1S
Cecily von Ziegesar,cecily von ziegesar,SSL FN SJSR,SIY1SLIY0 VAO1N ZIY1GZAH0JHER0
Cedric IM Brooks,cedric im brooks,STRK IM BRKS,SEH1DRIH0K IH1M BRUH1KS
Cedric the Entertainer,cedric the entertainer,STRK 0 ENTRTNR,SEH1DRIH0K DHAH0 EH2NTER0TEY1NER0
Cee Lo Green,cee lo green,S L KRN,SIY1 LOW1 GRIY1N
Celestine Tate Harrington,celestine tate harrington,SLSTN TT HRNKTN,CHEH0LEH0STIY1NIY0 TEY1T HHEH1RIH0NGTAH0N
Celso Benigno Luigi Costantini,celso benigno luigi costantini,SLS BNKN LJ KSTNTN,SEH1LSOW0 BEH2NIY1NYOW0 LUW0IY1JHIY0 KOW0STAA0NTIY1NIY0
Cenwalh of Wessex,cenwalh of wessex,SNWLH OF WSKS,SEH1NWAA2L AH1V WEH1SAH0KS
Cerina da Graça,cerina da graça,SRN T KRK,CHER0IY1NAH0 DAA1 GRAA1KAH0
Cha Chi Ming,cha chi ming,X X MNK,CHAA1 KAY1 MIH1NG
Chad Michael Murray,chad michael murray,XT MXL MR,CHAE1D MAY1KAH0L MER1IY0
Chad of Mercia,chad of mercia,XT OF MRX,CHAE1D AH1V MER1CHAH0
Chaganti Koteswara Rao,chaganti koteswara rao,XKNT KTSWR R,CHAH0GAE1NTIY0 KOW2TEH0SWAA1RAH0 RAW1
Champion Jack Dupree,champion jack dupree,XMPN JK TPR,CHAE1MPIY0AH0N JHAE1K DAH0PRIY1
Chan Chun Sing,chan chun sing,XN XN SNK,CHAE1N CHAH1N SIH1NG
Chan Ho Park,chan ho park,XN H PRK,CHAE1N HHOW1 PAA1RK
Chan King Yin,chan king yin,XN KNK YN,CHAE1N KIH1NG YIH1N
Chan Kwok Fai,chan kwok fai,XN KWK F,CHAE1N KWAA1K FEY1
Chan Kwong Wing,chan kwong wing,XN KWNK WNK,CHAE1N KWAO1NG WIH1NG
Chan Siu Ki,chan siu ki,XN S K,CHAE1N SIY1UW0 KIY1
Chan Sung Jung,chan sung jung,XN SNK JNK,CHAE1N SAH1NG YUH1NG
Chan Wai Ho,chan wai ho,XN W H,CHAE1N WAY1 HHOW1
Chan Wai Kei,chan wai kei,XN W K,CHAE1N WAY1 KIY1
Chan Yan Kit,chan yan kit,XN YN KT,CHAE1N YAE1N KIH1T
Chandi Prasad Bhatt,chandi prasad bhatt,XNT PRST BHT,CHAE1NDIY0 PRAE1SAH0D BAE1T
Chandra Shekhar Azad,chandra shekhar azad,XNTR XKHR AST,CHAE1NDRAH0 SHEH1KER0 AH0ZAE1D
Chandrika Prasad Srivastava,chandrika prasad srivastava,XNTRK PRST SRFSTF,CHAA0NDRIY1KAH0 PRAE1SAH0D SRIY0VAA0STAA1VAH0
Changampuzha Krishna Pillai,changampuzha krishna pillai,XNKMPSH KRXN PL,CHAE0NGGAH0MPUW1SHAH0 KRIH1SHNAH0 PIH0LEY1
Chao Kuang Piu,chao kuang piu,X KNK P,CHAW1 KWAA1NG PYUW1
Charisse Jacques,charisse jacques,XRS JKKS,CHEH1RIH0S ZHAA1K
Charlene de Carvalho-Heineken,charlene de carvalho-heineken,XRLN T KRFLHHNKN,SHAA0RLIY1N DIY1 KAA2RVAH0LWIH1SHAH0NIH0K
Charles A. Beard,charles a. beard,XRLS A BRT,CHAA1RLZ AH0 . BIH1RD
Charles A. Lockwood,charles a. lockwood,XRLS A LKWT,CHAA1RLZ AH0 . LAA1KWUH2D
Charles A. Murray,charles a. murray,XRLS A MR,CHAA1RLZ AH0 . MER1IY0
Charles A. Willoughby,charles a. willoughby,XRLS A WLB,CHAA1RLZ AH0 . WIH1LAH0BIY0
Charles Albert Tindley,charles albert tindley,XRLS ALBRT TNTL,CHAA1RLZ AE1LBER0T TIH1NDLIY0
Charles Alden Black,charles alden black,XRLS ALTN BLK,CHAA1RLZ AA1LDAH0N BLAE1K
Charles Alvin Beckwith,charles alvin beckwith,XRLS ALFN BKW0,CHAA1RLZ AE1LVIH0N BEH1KWIH2TH
Charles August Lindbergh,charles august lindbergh,XRLS AKST LNTBRKH,CHAA1RLZ AA1GAH0ST LIH1NDBER0G
Charles B. Fitzsimons,charles b. fitzsimons,XRLS B FTSSMNS,CHAA1RLZ BIY1 . FIH0TSIH1MAH0NZ
Charles B. Gatewood,charles b. gatewood,XRLS B KTWT,CHAA1RLZ BIY1 . GEY1TWUH2D
Charles B. McVay III,charles b. mcvay iii,XRLS B MKF ,CHAA1RLZ BIY1 . MAH0KVEY1 IY1WIY0
Charles B. Winstead,charles b. winstead,XRLS B WNSTT,CHAA1RLZ BIY1 . WIH1NSTEH2D
Charles C. Krulak,charles c. krulak,XRLS K KRLK,CHAA1RLZ SIY1 . KRUW1LAH0K
Charles C. Mann,charles c. mann,XRLS K MN,CHAA1RLZ SIY1 . MAE1N
Charles Caldwell Ryrie,charles caldwell ryrie,XRLS KLTWL RR,CHAA1RLZ KAO1LDWEH0L RAY1RIY0
Charles D. B. King,charles d. b. king,XRLS T B KNK,CHAA1RLZ DIY1 . BIY1 . KIH1NG
Charles D. Brown,charles d. brown,XRLS T BRN,CHAA1RLZ DIY1 . BRAW1N
Charles Davis Tillman,charles davis tillman,XRLS TFS TLMN,CHAA1RLZ DEY1VAH0S TIH1LMAH0N
Charles E. Blake,charles e. blake,XRLS E BLK,CHAA1RLZ IY1 . BLEY1K
Charles E. Fipke,charles e. fipke,XRLS E FPK,CHAA1RLZ IY1 . FIH1PK
Charles E. Lindblom,charles e. lindblom,XRLS E LNTBLM,CHAA1RLZ IY1 . LIH1NDBLAH0M
Charles E. Merrill,charles e. merrill,XRLS E MRL,CHAA1RLZ IY1 . MEH1RAH0L
Charles Erwin Wilson,charles erwin wilson,XRLS ERWN WLSN,CHAA1RLZ ER1WIH0N WIH1LSAH0N
Charles Evans Hughes,charles evans hughes,XRLS EFNS HKHS,CHAA1RLZ EH1VAH0NZ HHYUW1Z
Charles F. Blair,charles f. blair,XRLS F BLR,CHAA1RLZ EH1F . BLEH1R
Charles F. Haanel,charles f. haanel,XRLS F HNL,CHAA1RLZ EH1F . HHAE1NAH0L
Charles F. Kettering,charles f. kettering,XRLS F KTRNK,CHAA1RLZ EH1F . KEH1TER0IH0NG
Charles Fox Parham,charles fox parham,XRLS FKS PRHM,CHAA1RLZ FAA1KS PAA1RHHAH0M
Charles Francis Adams III,charles francis adams iii,XRLS FRNSS ATMS ,CHAA1RLZ FRAE1NSAH0S AE1DAH0MZ IY1WIY0
Charles Francis Jenkins,charles francis jenkins,XRLS FRNSS JNKNS,CHAA1RLZ FRAE1NSAH0S JHEH1NGKAH0NZ
Charles Francis Richter,charles francis richter,XRLS FRNSS RXTR,CHAA1RLZ FRAE1NSAH0S RIH1KTER0
Charles H. Gabriel,charles h. gabriel,XRLS H KBRL,CHAA1RLZ EY1CH . GEY1BRIY0AH0L
Charles H. Percy,charles h. percy,XRLS H PRS,CHAA1RLZ EY1CH . PER1SIY0
Charles H. Ramsey,charles h. ramsey,XRLS H RMS,CHAA1RLZ EY1CH . RAE1MZIY0
Charles H. Townes,charles h. townes,XRLS H TNS,CHAA1RLZ EY1CH . TAW1NZ
Charles Hamilton Houston,charles hamilton houston,XRLS HMLTN HSTN,CHAA1RLZ HHAE1MAH0LTAH0N HHYUW1STAH0N
Charles Harrison Mason,charles harrison mason,XRLS HRSN MSN,CHAA1RLZ HHEH1RIH0SAH0N MEY1SAH0N
Charles Horace Mayo,charles horace mayo,XRLS HRS MY,CHAA1RLZ HHAO1RAH0S MEY1OW0
Charles I of Austria,charles i of austria,XRLS I OF ASTR,CHAA1RLZ AY1 AH1V AO1STRIY0AH0
Charles J. Chaput,charles j. chaput,XRLS J XPT,CHAA1RLZ JHEY1 . CHAE1PAH0T
Charles J. Givens,charles j. givens,XRLS J JFNS,CHAA1RLZ JHEY1 . GIH1VAH0NZ
Charles Kingsford Smith,charles kingsford smith,XRLS KNKSFRT SM0,CHAA1RLZ KIH1NGSFER0D SMIH1TH
Charles Knox Robinson,charles knox robinson,XRLS KNKS RBNSN,CHAA1RLZ NAA1KS RAA1BAH0NSAH0N
Charles L. Evans,charles l. evans,XRLS L EFNS,CHAA1RLZ EH1L . EH1VAH0NZ
Charles M. Blow,charles m. blow,XRLS M BL,CHAA1RLZ EH1M . BLOW1
Charles M. Schulz,charles m. schulz,XRLS M SXLS,CHAA1RLZ EH1M . SHUH1LTS
Charles M. Schwab,charles m. schwab,XRLS M SXWB,CHAA1RLZ EH1M . SHWAA1B
Charles Martin Smith,charles martin smith,XRLS MRTN SM0,CHAA1RLZ MAA1RTAH0N SMIH1TH
Charles McArther Emmanuel,charles mcarther emmanuel,XRLS MKR0R EMNL,CHAA1RLZ MAH0KAA1RTHER0 IH0MAE1NYUW0AH0L
Charles Melville Hays,charles melville hays,XRLS MLFL HS,CHAA1RLZ MEH1LVIH0L HHEY1Z
Charles Nelson Reilly,charles nelson reilly,XRLS NLSN RL,CHAA1RLZ NEH1LSAH0N RAY1LIY0
Charles O. Holliday,charles o. holliday,XRLS O HLT,CHAA1RLZ OW1 . HHAA1LIH0DEY2
Charles Paget Wade,charles paget wade,XRLS PJT WT,CHAA1RLZ PAE1JHAH0T WEY1D
Charles Peter Andreason,charles peter andreason,XRLS PTR ANTRSN,CHAA1RLZ PIY1TER0 AE2NDRIY1SAH0N
Charles Phelps Taft II,charles phelps taft ii,XRLS FLPS TFT ,CHAA1RLZ FEH1LPS TAE1FT IY1
Charles Proteus Steinmetz,charles proteus steinmetz,XRLS PRTS STNMTS,CHAA1RLZ PROW1TWEH0S STAY1NMEH0TS
Charles R. Drew,charles r. drew,XRLS R TR,CHAA1RLZ AA1R . DRUW1
Charles R. Jackson,charles r. jackson,XRLS R JKSN,CHAA1RLZ AA1R . JHAE1KSAH0N
Charles R. Schwab,charles r. schwab,XRLS R SXWB,CHAA1RLZ AA1R . SHWAA1B
Charles R. Swindoll,charles r. swindoll,XRLS R SWNTL,CHAA1RLZ AA1R . SWIH1NDAH0L
Charles Ranlett Flint,charles ranlett flint,XRLS RNLT FLNT,CHAA1RLZ RAE1NLIH0T FLIH1NT
Charles Robert Jenkins,charles robert jenkins,XRLS RBRT JNKNS,CHAA1RLZ RAA1BER0T JHEH1NGKAH0NZ
Charles Rodman Campbell,charles rodman campbell,XRLS RTMN KMPBL,CHAA1RLZ RAA1DMAH0N KAE1MBAH0L
Charles Rudolph Walgreen,charles rudolph walgreen,XRLS RTLF WLKRN,CHAA1RLZ RUW1DAO0LF WAO1LGRIY2N
Charles S. Dutton,charles s. dutton,XRLS S TTN,CHAA1RLZ EH1S . DAH1TAH0N
Charles S. Howard,charles s. howard,XRLS S HWRT,CHAA1RLZ EH1S . HHAW1ER0D
Charles Scott Sherrington,charles scott sherrington,XRLS SKT XRNKTN,CHAA1RLZ SKAA1T SHEH1RIH0NGTAH0N
Charles Shaar Murray,charles shaar murray,XRLS XR MR,CHAA1RLZ SHAA1R MER1IY0
Charles Stewart Mott,charles stewart mott,XRLS STWRT MT,CHAA1RLZ STUW1ER0T MAA1T
Charles Stewart Parnell,charles stewart parnell,XRLS STWRT PRNL,CHAA1RLZ STUW1ER0T PAA1RNAH0L
Charles Thomas Scott,charles thomas scott,XRLS 0MS SKT,CHAA1RLZ TAA1MAH0S SKAA1T
Charles Thomson Rees Wilson,charles thomson rees wilson,XRLS 0MSN RS WLSN,CHAA1RLZ TAA1MSAH0N RIY1Z WIH1LSAH0N
Charles Villiers Stanford,charles villiers stanford,XRLS FLRS STNFRT,CHAA1RLZ VIH1LYER0Z STAE1NFER0D
Charles Vyner Brooke,charles vyner brooke,XRLS FNR BRK,CHAA1RLZ VAY1NER0 BRUH1K
Charles W. Chesnutt,charles w. chesnutt,XRLS XSNT,CHAA1RLZ DAH1BAH0LYUW0 . SHIH0SNAH1T
Charles Webster Leadbeater,charles webster leadbeater,XRLS WBSTR LTBTR,CHAA1RLZ WEH1BSTER0 LIY1DBIY2TER0
Charles White Whittlesey,charles white whittlesey,XRLS HT HTLS,CHAA1RLZ WAY1T WIH1TAH0LSIY0
Charles de Foucauld,charles de foucauld,XRLS T FKLT,CHAA1RLZ DIY1 FAW1KAW0LD
Charles de Lint,charles de lint,XRLS T LNT,CHAA1RLZ DIY1 LIH1NT
Charlie G. Hawkins,charlie g. hawkins,XRL K HKNS,CHAA1RLIY0 JHIY1 . HHAO1KIH0NZ
Charlie L. Russell,charlie l. russell,XRL L RSL,CHAA1RLIY0 EH1L . RAH1SAH0L
"Charmayne \""Maxee\"" Maxwell","charmayne \""maxee\"" maxwell",XRMN MKS MKSWL,CHAA0RMEY1N MAE1KSIY0 MAE1KSWEH2L
Chaudhary Devi Lal,chaudhary devi lal,XTHR TF LL,SHOW1DREY2HHIY0 DEH1VIY0 LAE1L
Chaudhry Muhammad Sarwar Khan,chaudhry muhammad sarwar khan,XTHR MHMT SRWR KHN,CHAO1DRIY0 MUH0HHAA1MAH0D SAA1RWER0 KAA1N
Chaudhry Pervaiz Elahi,chaudhry pervaiz elahi,XTHR PRFS ELH,CHAO1DRIY0 PER0VEY1Z EH0LAA1HHIY0
Chaudhry Shujaat Hussain,chaudhry shujaat hussain,XTHR XJT HSN,CHAO1DRIY0 SHUW1ZHAH0T HHUW0SEY1N
Chaz Lamar Shepherd,chaz lamar shepherd,XS LMR XFRT,CHAE1Z LAH0MAA1R SHEH1PER0D
Chee Soon Juan,chee soon juan,X SN JN,CHIY1 SUW1N WAA1N
Cheick Modibo Diarra,cheick modibo diarra,XK MTB TR,CHIY1K MOW0DIY1BOW0 DAY0RAA1RAH0
Cheikh Anta Diop,cheikh anta diop,XKH ANT TP,CHIY1K AE1NTAH0 DAY1AH0P
Chen Din Hwa,chen din hwa,XN TN HW,CHEH1N DIH1N HHWAA1
Chen Feng Huai,chen feng huai,XN FNK H,CHEH1N FEH1NG HHWEY1
Chen Ing Hau,chen ing hau,XN INK H,CHEH1N IH1NG HHAW1
Chen Zhi Hui,chen zhi hui,XN SH H,CHEH1N ZIY1 HHUW1IH0
Cheong Kuoc Vá,cheong kuoc vá,XNK KK F,CHIY1AA0NG KUW1K VAA1
Cheri Jo Bates,cheri jo bates,XR J BTS,SHEH1RIY0 JHOW1 BEY1TS
Cherry Pie Picache,cherry pie picache,XR P PKX,CHEH1RIY0 PAY1 PIH0KAE1CHIY0
Cheung King Wai,cheung king wai,XNK KNK W,CHYUW1NG KIH1NG WAY1
Cheung Sai Ho,cheung sai ho,XNK S H,CHYUW1NG SAY1 HHOW1
Chew Chor Meng,chew chor meng,X XR MNK,CHUW1 KAO1R MEH1NG
Chi Chi LaRue,chi chi larue,X X LR,KAY1 KAY1 LER0UW1
Chia Hui Liu,chia hui liu,X H L,CHIY1AH0 HHUW1IH0 LYUW1
Chia Thye Poh,chia thye poh,X 0Y P,CHIY1AH0 DHAY1 POW1
Chief Dan George,chief dan george,XF TN JRJ,CHIY1F DAE1N JHAO1RJH
Chief Jay Strongbow,chief jay strongbow,XF J STRNKB,CHIY1F JHEY1 STRAA1NGBOW2
Chief of the Boat,chief of the boat,XF OF 0 BT,CHIY1F AH1V DHAH0 BOW1T
Chimamanda Ngozi Adichie,chimamanda ngozi adichie,XMMNT NKS ATX,CHIY2AE0MAH0NDAA1MAH0 NOW1GZIY0 AE1DAH0KIY0
China Anne McClain,china anne mcclain,XN AN MKKLN,CHAY1NAH0 AE1N MAH0KLEY1N
Ching He Huang,ching he huang,XNK H HNK,CHIH1NG HHIY1 HHWAE1NG
Ching Ling Foo,ching ling foo,XNK LNK F,CHIH1NG LIH1NG FUW1
Ching W. Tang,ching w. tang,XNK TNK,CHIH1NG DAH1BAH0LYUW0 . TAE1NG
Chinna Jeeyar Swamy,chinna jeeyar swamy,XN JYR SWM,CHIH1NAH0 JHIY1AH0R SWAA1MIY0
Chitra Banerjee Divakaruni,chitra banerjee divakaruni,XTR BNRJ TFKRN,CHIH1TRAH0 BAH0NER1JHIY0 DIH0VAA0KYAA1RAH0N
Chittor V. Nagaiah,chittor v. nagaiah,XTR F NK,CHIH1TER0 VIY1 . NAH0GEY1HHAH0
Chloe Rose Lattanzi,chloe rose lattanzi,XL RS LTNS,KLOW1IY0 ROW1Z LAA0TAA1NZIY0
Chloë Grace Moretz,chloë grace moretz,XL KRS MRTS,KLOW1IY0 GREY1S MAO1RIH0TS
Choi York Yee,choi york yee,X YRK Y,CHOY1 YAO1RK YIY1
Chor Chee Heung,chor chee heung,XR X HNK,KAO1R CHIY1 HHYUW1NG
Choudhry Rahmat Ali,choudhry rahmat ali,XTHR RMT AL,CHAW1DRIY0 RAA1MAE0T AA1LIY0
Chow Chee Keong,chow chee keong,X X KNK,CHAW1 CHIY1 KIY1AA0NG
Chris 'Mad Dog' Russo,chris 'mad dog' russo,XRS MT TK RS,KRIH1S ' MAE1D DAO1G ' RUW1SOW0
Chris Costner Sizemore,chris costner sizemore,XRS KSTNR SSMR,KRIH1S KAA1STNER0 SAY1ZMAO0R
Chris Jericho (Fozzy)*,chris jericho (fozzy)*,XRS JRX FS,KRIH1S JHEH1RIH0KOW2 FAA1ZIY0
Chris Thomas King,chris thomas king,XRS 0MS KNK,KRIH1S TAA1MAH0S KIH1NG
Chris Van Allsburg,chris van allsburg,XRS FN ALSBRK,KRIH1S VAE1N AO1LZBER0G
Chris Van Hollen,chris van hollen,XRS FN HLN,KRIH1S VAE1N HHAA1LAH0N
Chris Von Erich,chris von erich,XRS FN ERX,KRIH1S VAO1N EH1RIH0K
Chris de Burgh,chris de burgh,XRS T BRKH,KRIH1S DIY1 BER1G
Christa B. Allen,christa b. allen,XRST B ALN,KRIH1STAH0 BIY1 . AE1LAH0N
Christiaan de Wet,christiaan de wet,XRSXN T WT,KRIH1STIY0AA2N DIY1 WEH1T
Christian B. Anfinsen,christian b. anfinsen,XRSXN B ANFNSN,KRIH1SCHAH0N BIY1 . AE1NFIH0NSAH0N
Christian D. Larson,christian d. larson,XRSXN T LRSN,KRIH1SCHAH0N DIY1 . LAA1RSAH0N
Christian De Sica,christian de sica,XRSXN T SK,KRIH1SCHAH0N DIY1 SIY1KAH0
Christian I. Nyby II,christian i. nyby ii,XRSXN I NB ,KRIH1SCHAH0N AY1 . NIH1BIY0 IY1
Christian Olde Wolbers,christian olde wolbers,XRSXN OLT WLBRS,KRIH1SCHAH0N OW1LD WOW1LBER0Z
Christian Richard Jacobs,christian richard jacobs,XRSXN RXRT JKBS,KRIH1SCHAH0N RIH1CHER0D JHEY1KAH0BZ
Christian Vande Velde,christian vande velde,XRSXN FNT FLT,KRIH1SCHAH0N VAE1ND VEH1LD
Christian de Castries,christian de castries,XRSXN T KSTRS,KRIH1SCHAH0N DIY1 KAE1STRIY0Z
Christian de Duve,christian de duve,XRSXN T TF,KRIH1SCHAH0N DIY1 DUW1V
Christian von Koenigsegg,christian von koenigsegg,XRSXN FN KNKSK,KRIH1SCHAH0N VAO1N KER1NIH0SGIH0G
Christie Lee Woods,christie lee woods,XRST L WTS,KRIH1STIY0 LIY1 WUH1DZ
Christina Bennett Lind,christina bennett lind,XRSTN BNT LNT,KRIH0STIY1NAH0 BEH1NAH0T LIH1ND
Christina Hoff Sommers,christina hoff sommers,XRSTN HF SMRS,KRIH0STIY1NAH0 HHAO1F SAH1MER0RZ
Christina Marie Williams,christina marie williams,XRSTN MR WLMS,KRIH0STIY1NAH0 MER0IY1 WIH1LYAH0MZ
Christina of Bolsena,christina of bolsena,XRSTN OF BLSN,KRIH0STIY1NAH0 AH1V BOW0LSIY1NAH0
Christine Chow Ma,christine chow ma,XRSTN X M,KRIH0STIY1N CHAW1 MAA1
Christine Danielle Connolly,christine danielle connolly,XRSTN TNL KNL,KRIH0STIY1N DAE2NIY0EH1L KAO1NAH0LIY0
Christine King Farris,christine king farris,XRSTN KNK FRS,KRIH0STIY1N KIH1NG FEH1RIH0S
Christine Todd Whitman,christine todd whitman,XRSTN TT HTMN,KRIH0STIY1N TAA1D WIH1TMAH0N
Christoph von Dohnányi,christoph von dohnányi,XRSTF FN TNNY,KRIH1STAO0F VAO1N DOW2NAA1NYIY0
Christopher A. Pissarides,christopher a. pissarides,XRSTFR A PSRTS,KRIH1STAH0FER0 AH0 . PIH1SER0AY2DZ
Christopher B. Duncan,christopher b. duncan,XRSTFR B TNKN,KRIH1STAH0FER0 BIY1 . DAH1NGKAH0N
Christopher B. Landon,christopher b. landon,XRSTFR B LNTN,KRIH1STAH0FER0 BIY1 . LAE1NDAH0N
Christopher C. Kraft,christopher c. kraft,XRSTFR K KRFT,KRIH1STAH0FER0 SIY1 . KRAE1FT
